Registration Number,Registration Via,Card Number,STID Number,Plat Number,Company,Date Active,Date Expired,Date Request,Date Submit,Date Approval
REQ22SUB00162,ORGANDA,0000000664563661,CA4000094,L9889UG,PT. FAJAR MULIA TRANSINDO,2022-8-15,2024-8-15,2022-8-13,2022-8-13,2022-8-15
REQ22SUB00163,ORGANDA,0000000908912012,CA4000093,L9889UJ,PT. FAJAR MULIA TRANSINDO,2022-8-15,2024-8-15,2022-8-13,2022-8-13,2022-8-15
REQ22SUB00164,ORGANDA,,,L8800UK,PT. FAJAR MULIA TRANSINDO,,,2022-8-13,2022-8-13,
REQ22SUB00165,ORGANDA,,,L8899UJ,PT. FAJAR MULIA TRANSINDO,,,2022-8-13,2022-8-13,
REQ22SUB00166,ORGANDA,,,L9888UJ,PT. FAJAR MULIA TRANSINDO,,,2022-8-13,2022-8-13,
REQ22SUB00167,ORGANDA,,,L9894UK,PT. FAJAR MULIA TRANSINDO,,,2022-8-13,2022-8-13,
REQ22SUB00168,ORGANDA,0000000964699308,CA4000086,L8118UH,PT. FAJAR MULIA TRANSINDO,2022-8-15,2024-8-15,2022-8-13,2022-8-13,2022-8-15
REQ22SUB00169,ORGANDA,0000000662705869,CA4000085,L8888UL,PT. FAJAR MULIA TRANSINDO,2022-8-15,2024-8-15,2022-8-13,2022-8-13,2022-8-15
REQ22SUB00170,ORGANDA,0000000969666716,CA4000084,L9889UM,PT. FAJAR MULIA TRANSINDO,2022-8-15,2024-8-15,2022-8-13,2022-8-13,2022-8-15
REQ22SUB00171,ORGANDA,,,L9888UG,PT. FAJAR MULIA TRANSINDO,,,2022-8-13,2022-8-13,
REQ22SUB00172,ORGANDA,0000000919951500,CA4000083,L8477UG,PT. FAJAR MULIA TRANSINDO,2022-8-15,2024-8-15,2022-8-13,2022-8-13,2022-8-15
REQ22SUB00173,ORGANDA,,CA4001666,L9999UG,PT. FAJAR MULIA TRANSINDO,,,2022-8-13,2022-9-20,2022-9-21
REQ22SUB00174,APTRINDO,0000000909349516,CA4000103,L9571UC,PT AL AMIN LOGISTIK INDONESIA BHIRAWA,2022-8-18,2024-8-18,2022-8-16,2022-8-16,2022-8-18
REQ22SUB00175,APTRINDO,0000000914482828,CA4000104,H8587OA,PT AL AMIN LOGISTIK INDONESIA BHIRAWA,2022-8-18,2024-8-18,2022-8-16,2022-8-16,2022-8-18
REQ22SUB00176,APTRINDO,0000000966988796,CA4000110,L8496UE,PT PUMA LOGISTICS INTERNATIONAL,2022-8-23,2024-8-23,2022-8-19,2022-8-22,2022-8-23
REQ22SUB00177,APTRINDO,0000000583515358,CA4000112,L8517UI,PT PUMA LOGISTICS INTERNATIONAL,2022-8-23,2024-8-23,2022-8-19,2022-8-22,2022-8-23
REQ22SUB00178,APTRINDO,0000000905993932,CA4000113,L8773UP,PT PUMA LOGISTICS INTERNATIONAL,2022-8-23,2024-8-23,2022-8-19,2022-8-22,2022-8-23
REQ22SUB00179,MANDIRI,0000000570526430,CA4000164,L9786UU,PT. SUMBER REJEKI PUTRA,2022-8-29,2024-8-29,2022-8-21,2022-8-25,2022-8-29
REQ22SUB00180,MANDIRI,0000000582307038,CA4000165,L8154UG,PT. SUMBER REJEKI PUTRA,2022-8-29,2024-8-29,2022-8-21,2022-8-25,2022-8-29
REQ22SUB00181,MANDIRI,0000000960758012,CA4000111,L9196UY,PT. SUMBER REJEKI PUTRA,2022-8-23,2024-8-23,2022-8-21,2022-8-21,2022-8-23
REQ22SUB00182,MANDIRI,0000000962298860,CA4000135,L9443UC,PT. SUMBER REJEKI PUTRA,2022-8-25,2024-8-25,2022-8-21,2022-8-25,2022-8-25
REQ22SUB00183,MANDIRI,0000000961480700,NA4000001,L8897UA,PLANET EXSPRESS TRANSJAYA,2022-8-24,2024-8-24,2022-8-22,2022-8-23,2022-8-24
REQ22SUB00184,ORGANDA,,CA4001672,L8588US,PT. DJASA BAHARI,,,2022-8-22,2022-9-20,2022-9-21
REQ22SUB00185,ORGANDA,,CA4001673,L8700UB,PT. DJASA BAHARI,,,2022-8-22,2022-9-20,2022-9-21
REQ22SUB00186,ORGANDA,,CA4001674,L8900UB,PT. DJASA BAHARI,,,2022-8-22,2022-9-20,2022-9-21
REQ22SUB00187,ORGANDA,,CA4001671,L9480UX,PT. DJASA BAHARI,,,2022-8-22,2022-9-20,2022-9-21
REQ22SUB00188,ORGANDA,,CA4001670,L9609UR,PT. DJASA BAHARI,,,2022-8-22,2022-9-20,2022-9-21
REQ22SUB00189,ORGANDA,,CA4001669,L9651UX,PT. DJASA BAHARI,,,2022-8-22,2022-9-20,2022-9-21
REQ22SUB00190,ORGANDA,,CA4001668,L9714UO,PT. DJASA BAHARI,,,2022-8-22,2022-9-20,2022-9-21
REQ22SUB00191,ORGANDA,,CA4001667,L9836UX,PT. DJASA BAHARI,,,2022-8-22,2022-9-20,2022-9-21
REQ22SUB00192,ORGANDA,,CA4000906,L8174UY,PT. MITRA BINAMANDIRI MAKMUR,,,2022-8-22,2022-9-9,2022-9-13
REQ22SUB00193,ORGANDA,,CA4000907,L8184UV,PT. MITRA BINAMANDIRI MAKMUR,,,2022-8-22,2022-9-9,2022-9-13
REQ22SUB00194,APTRINDO,0000000572070878,CA4000109,L9017UE,PT PUMA LOGISTICS INTERNATIONAL,2022-8-23,2024-8-23,2022-8-22,2022-8-22,2022-8-23
REQ22SUB00195,APTRINDO,0000000583559134,CA4000108,L9134UC,PT PUMA LOGISTICS INTERNATIONAL,2022-8-23,2024-8-23,2022-8-22,2022-8-22,2022-8-23
REQ22SUB00196,APTRINDO,0000000582359518,CA4000107,L9380UL,PT PUMA LOGISTICS INTERNATIONAL,2022-8-23,2024-8-23,2022-8-22,2022-8-22,2022-8-23
REQ22SUB00197,APTRINDO,0000000662074061,CA4000114,L9381UL,PT PUMA LOGISTICS INTERNATIONAL,2022-8-24,2024-8-24,2022-8-23,2022-8-23,2022-8-24
REQ22SUB00198,APTRINDO,0000000964100780,CA4000115,L9421UL,PT PUMA LOGISTICS INTERNATIONAL,2022-8-24,2024-8-24,2022-8-23,2022-8-23,2022-8-24
REQ22SUB00199,APTRINDO,0000000907403148,CA4000116,L9688UR,PT PUMA LOGISTICS INTERNATIONAL,2022-8-24,2024-8-24,2022-8-23,2022-8-23,2022-8-24
REQ22SUB00200,APTRINDO,0000000960909292,CA4000117,L9690UR,PT PUMA LOGISTICS INTERNATIONAL,2022-8-24,2024-8-24,2022-8-23,2022-8-23,2022-8-24
REQ22SUB00201,APTRINDO,0000000956971692,CA4000118,L9722UR,PT PUMA LOGISTICS INTERNATIONAL,2022-8-24,2024-8-24,2022-8-23,2022-8-24,2022-8-24
REQ22SUB00202,APTRINDO,0000000583746014,CA4000119,L9832UA,PT PUMA LOGISTICS INTERNATIONAL,2022-8-24,2024-8-24,2022-8-23,2022-8-23,2022-8-24
REQ22SUB00203,APTRINDO,0000000581443038,CA4000120,N7789UQ,PT PUMA LOGISTICS INTERNATIONAL,2022-8-24,2024-8-24,2022-8-23,2022-8-23,2022-8-24
REQ22SUB00204,APTRINDO,0000000970877132,CA4000121,L9674UQ,PT PUMA LOGISTICS INTERNATIONAL,2022-8-24,2024-8-24,2022-8-23,2022-8-23,2022-8-24
REQ22SUB00205,APTRINDO,0000000918601612,CA4000122,L9422UL,PT PUMA LOGISTICS INTERNATIONAL,2022-8-24,2024-8-24,2022-8-23,2022-8-23,2022-8-24
REQ22SUB00206,APTRINDO,0000001795297933,CA4000277,B9385KEH,PT.MILLENIUM TRANSPORTATION,2022-9-6,2024-9-6,2022-8-23,2022-8-30,2022-9-1
REQ22SUB00207,APTRINDO,0000001810261085,CA4000278,L8156UQ,PT.MILLENIUM TRANSPORTATION,2022-9-6,2024-9-6,2022-8-24,2022-8-31,2022-9-1
REQ22SUB00208,APTRINDO,0000001689275277,CA4000203,L8204UQ,PT.MILLENIUM TRANSPORTATION,2022-9-8,2024-9-8,2022-8-24,2022-8-29,2022-8-30
REQ22SUB00209,ORGANDA,0000000573034718,CA4000137,W8858U,PT PULAU NUSANTARA INDONESIA,2022-8-25,2024-8-25,2022-8-24,2022-8-24,2022-8-25
REQ22SUB00210,ORGANDA,0000000592792846,CA4000138,W8859U,PT PULAU NUSANTARA INDONESIA,2022-8-25,2024-8-25,2022-8-24,2022-8-24,2022-8-25
REQ22SUB00211,ORGANDA,0000000571461086,CA4000139,W8942U,PT PULAU NUSANTARA INDONESIA,2022-8-25,2024-8-25,2022-8-24,2022-8-24,2022-8-25
REQ22SUB00212,ORGANDA,0000000572808670,CA4000140,W8941U,PT PULAU NUSANTARA INDONESIA,2022-8-25,2024-8-25,2022-8-24,2022-8-24,2022-8-25
REQ22SUB00213,ORGANDA,0000000907677932,CA4000134,W8939U,PT PULAU NUSANTARA INDONESIA,2022-8-25,2024-8-25,2022-8-24,2022-8-24,2022-8-25
REQ22SUB00214,ORGANDA,0000000962044140,CA4000133,W9255U,PT PULAU NUSANTARA INDONESIA,2022-8-25,2024-8-25,2022-8-24,2022-8-24,2022-8-25
REQ22SUB00215,ORGANDA,0000000574473694,CA4000132,W9241U,PT PULAU NUSANTARA INDONESIA,2022-8-25,2024-8-25,2022-8-24,2022-8-24,2022-8-25
REQ22SUB00216,ORGANDA,0000000582528478,CA4000131,W9294UP,PT PULAU NUSANTARA INDONESIA,2022-8-25,2024-8-25,2022-8-24,2022-8-24,2022-8-25
REQ22SUB00217,ORGANDA,0000001687300621,CA4000643,W9293UP,PT PULAU NUSANTARA INDONESIA,2022-9-19,2024-9-19,2022-8-24,2022-9-9,2022-9-10
REQ22SUB00218,ORGANDA,0000000972975788,CA4000130,W9253U,PT PULAU NUSANTARA INDONESIA,2022-8-25,2024-8-25,2022-8-24,2022-8-24,2022-8-25
REQ22SUB00219,ORGANDA,0000000964681452,CA4000129,W9913UP,PT PULAU NUSANTARA INDONESIA,2022-8-25,2024-8-25,2022-8-24,2022-8-24,2022-8-25
REQ22SUB00220,ORGANDA,0000000969453228,CA4000128,W8828U,PT PULAU NUSANTARA INDONESIA,2022-8-25,2024-8-25,2022-8-24,2022-8-24,2022-8-25
REQ22SUB00221,ORGANDA,0000000919935468,CA4000127,W9907UP,PT PULAU NUSANTARA INDONESIA,2022-8-25,2024-8-25,2022-8-24,2022-8-24,2022-8-25
REQ22SUB00222,ORGANDA,0000000922585740,CA4000126,W9964UP,PT PULAU NUSANTARA INDONESIA,2022-8-25,2024-8-25,2022-8-24,2022-8-24,2022-8-25
REQ22SUB00223,ORGANDA,,,L9605UU,PT SINAR GALUH PUTRA,,,2022-8-24,2022-8-24,
REQ22SUB00224,ORGANDA,0000000920070540,CA4000124,L9758US,PT SINAR GALUH PUTRA,2022-8-25,2024-8-25,2022-8-24,2022-8-24,2022-8-24
REQ22SUB00225,ORGANDA,0000000574330590,CA4000123,L8363UU,PT SINAR GALUH PUTRA,2022-8-25,2024-8-25,2022-8-24,2022-8-24,2022-8-24
REQ22SUB00226,ORGANDA,,,L8647UU,PT SINAR GALUH PUTRA,,,2022-8-24,2022-8-24,
REQ22SUB00227,MANDIRI,0000000958188204,CA4000125,L9490UC,PT. SUMBER REJEKI PUTRA,2022-8-25,2024-8-25,2022-8-25,2022-8-25,2022-8-25
REQ22SUB00228,MANDIRI,0000000575901662,CA4000136,L8667UM,PLANET EXSPRESS TRANSJAYA,2022-8-25,2024-8-25,2022-8-25,2022-8-25,2022-8-25
REQ22SUB00229,MANDIRI,0000000907990924,NA4000003,L9025UU,PLANET EXSPRESS TRANSJAYA,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00230,APTRINDO,0000000580718558,CA4000146,B9007GW,PT SIDO MAKMUR PUTRA,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00231,APTRINDO,0000000586815966,CA4000147,B9037PBI,PT SIDO MAKMUR PUTRA,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00232,ORGANDA,0000000582032094,CA4000149,L9001UU,PT. BERLIAN GAMA TRANSPORTASI,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00233,ORGANDA,0000000909985932,CA4000150,L8680UK,PT. BERLIAN GAMA TRANSPORTASI,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00234,ORGANDA,0000000960618988,CA4000152,L9278UU,PT. BERLIAN GAMA TRANSPORTASI,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00236,APTRINDO,0000000909369484,CA4000153,B9048PBI,PT SIDO MAKMUR PUTRA,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00237,ORGANDA,0000000911734204,CA4000157,L8815UW,PT. BERLIAN GAMA TRANSPORTASI,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00238,APTRINDO,0000000906691532,CA4000158,B9050PBI,PT SIDO MAKMUR PUTRA,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00239,APTRINDO,0000000962295756,CA4000159,L8253UD,PT SIDO MAKMUR PUTRA,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00240,APTRINDO,0000000908668876,CA4000160,L8847UX,PT SIDO MAKMUR PUTRA,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00241,APTRINDO,0000000972163580,CA4000163,L8837UZ,PT SIDO MAKMUR PUTRA,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00242,ORGANDA,0000000574195678,CA4000166,L9077UZ,PT. BERLIAN GAMA TRANSPORTASI,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00243,ORGANDA,0000000573687518,CA4000167,L9265UI,PT. BERLIAN GAMA TRANSPORTASI,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00244,ORGANDA,0000000600493070,CA4000177,L8522UI,PT. BERLIAN GAMA TRANSPORTASI,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00245,ORGANDA,0000000583168990,CA4000176,L9917UU,PT. BERLIAN GAMA TRANSPORTASI,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00246,ORGANDA,0000000910483932,CA4000175,L8528UF,PT. BERLIAN GAMA TRANSPORTASI,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00247,ORGANDA,0000000972304332,CA4000174,L9689UZ,PT. BERLIAN GAMA TRANSPORTASI,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00248,ORGANDA,0000000961130732,CA4000173,L8166UY,PT. BERLIAN GAMA TRANSPORTASI,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00249,ORGANDA,0000000963218604,CA4000172,L8164UZ,PT. BERLIAN GAMA TRANSPORTASI,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00250,ORGANDA,0000000576765406,CA4000171,L9691UZ,PT. BERLIAN GAMA TRANSPORTASI,2022-8-29,2024-8-29,2022-8-25,2022-8-25,2022-8-29
REQ22SUB00251,MANDIRI,0000001791127117,CA4000224,B9748EH,HAMZAH GLOBAL TRANS,2022-9-1,2024-9-1,2022-8-26,2022-8-31,2022-8-31
REQ22SUB00252,MANDIRI,0000001813175709,CA4000223,L8743UH,HAMZAH GLOBAL TRANS,2022-9-1,2024-9-1,2022-8-26,2022-8-31,2022-8-31
REQ22SUB00253,MANDIRI,0000001795300493,CA4000222,L9806UJ,HAMZAH GLOBAL TRANS,2022-9-1,2024-9-1,2022-8-26,2022-8-31,2022-8-31
REQ22SUB00254,MANDIRI,0000001813215981,CA4000221,L8786UM,HAMZAH GLOBAL TRANS,2022-9-1,2024-9-1,2022-8-26,2022-8-31,2022-8-31
REQ22SUB00255,ORGANDA,0000000581064414,CA4000178,L9690UZ,PT. BERLIAN GAMA TRANSPORTASI,2022-8-30,2024-8-30,2022-8-26,2022-8-26,2022-8-30
REQ22SUB00256,ORGANDA,0000000967311788,CA4000179,L8551UI,PT. BERLIAN GAMA TRANSPORTASI,2022-8-30,2024-8-30,2022-8-26,2022-8-26,2022-8-30
REQ22SUB00257,ORGANDA,0000000580092894,CA4000180,L8552UI,PT. BERLIAN GAMA TRANSPORTASI,2022-8-30,2024-8-30,2022-8-26,2022-8-26,2022-8-30
REQ22SUB00258,ORGANDA,0000000572923870,CA4000181,L8164UY,PT. BERLIAN GAMA TRANSPORTASI,2022-8-30,2024-8-30,2022-8-26,2022-8-26,2022-8-30
REQ22SUB00259,ORGANDA,0000000968867500,CA4000182,L8167UX,PT. BERLIAN GAMA TRANSPORTASI,2022-8-30,2024-8-30,2022-8-26,2022-8-26,2022-8-30
REQ22SUB00260,ORGANDA,0000000959068332,CA4000184,L8749UX,PT. BERLIAN GAMA TRANSPORTASI,2022-8-30,2024-8-30,2022-8-26,2022-8-26,2022-8-30
REQ22SUB00261,ORGANDA,0000000581790942,CA4000185,L8180UV,PT KATON DANPOE TRANSINDO,2022-8-30,2024-8-30,2022-8-26,2022-8-26,2022-8-30
REQ22SUB00262,ORGANDA,,CA4000634,L8658UG,PT KATON DANPOE TRANSINDO,,,2022-8-26,2022-9-9,2022-9-10
REQ22SUB00263,ORGANDA,,CA4000635,L9427UD,PT KATON DANPOE TRANSINDO,,,2022-8-26,2022-9-9,2022-9-10
REQ22SUB00264,ORGANDA,,CA4000636,L9557UE,PT KATON DANPOE TRANSINDO,,,2022-8-26,2022-9-9,2022-9-10
REQ22SUB00265,ORGANDA,0000000911004604,CA4000187,S8959UT,PT KATON DANPOE TRANSINDO,2022-8-30,2024-8-30,2022-8-26,2022-8-26,2022-8-30
REQ22SUB00266,ORGANDA,0000000579108318,CA4000186,L8738UJ,PT KATON DANPOE TRANSINDO,2022-8-30,2024-8-30,2022-8-26,2022-8-26,2022-8-30
REQ22SUB00267,ORGANDA,0000000962867884,CA4000183,L8328UO,PT KATON DANPOE TRANSINDO,2022-8-30,2024-8-30,2022-8-26,2022-8-26,2022-8-30
REQ22SUB00268,ORGANDA,,CA4000637,L9825UV,PT KATON DANPOE TRANSINDO,,,2022-8-26,2022-9-9,2022-9-10
REQ22SUB00269,APTRINDO,0000000910240204,CA4000190,B9007GM,PT SIDO MAKMUR PUTRA,2022-8-30,2024-8-30,2022-8-26,2022-8-27,2022-8-30
REQ22SUB00270,APTRINDO,0000001810550237,CA4000192,B9009ST,PT SIDO MAKMUR PUTRA,2022-9-5,2024-9-5,2022-8-26,2022-8-27,2022-8-30
REQ22SUB00271,MANDIRI,0000000908385164,CA4000141,B9049XA,PT TRITUNGGAL LOGISTIK CEPAT,2022-8-29,2024-8-29,2022-8-26,2022-8-26,2022-8-26
REQ22SUB00272,MANDIRI,0000000914077836,CA4000142,L8177UF,PT SIDOLUHUR MAS GROUP,2022-8-29,2024-8-29,2022-8-27,2022-8-27,2022-8-27
REQ22SUB00273,ORGANDA,0000001789672637,CA4000193,L8025UA,PT. ADIL SENTOSA ABADI,2022-9-1,2024-9-1,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00274,ORGANDA,0000001796811069,CA4000195,L8088UA,PT. ADIL SENTOSA ABADI,2022-9-1,2024-9-1,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00275,ORGANDA,0000001789711085,CA4000196,L9332UP,PT. ADIL SENTOSA ABADI,2022-9-1,2024-9-1,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00276,ORGANDA,0000001794617389,CA4000194,L9699UP,PT. ADIL SENTOSA ABADI,2022-9-1,2024-9-1,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00277,ORGANDA,0000000571645918,CA4000191,L9701UP,PT. ADIL SENTOSA ABADI,2022-8-30,2024-8-30,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00278,ORGANDA,0000000921960380,CA4000189,L9689UP,PT. ADIL SENTOSA ABADI,2022-8-30,2024-8-30,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00279,ORGANDA,0000001789859229,CA4000198,L9653UP,PT. ADIL SENTOSA ABADI,2022-9-1,2024-9-1,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00280,ORGANDA,0000002162842557,CA4000199,L8141UT,PT. ADIL SENTOSA ABADI,2022-9-1,2024-9-1,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00281,ORGANDA,0000001791773821,CA4000204,L8879UC,PT. ADIL SENTOSA ABADI,2022-8-31,2024-8-31,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00282,ORGANDA,0000001791860973,CA4000205,L8269UC,PT. ADIL SENTOSA ABADI,2022-8-31,2024-8-31,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00283,ORGANDA,0000001790106861,CA4000206,L9357UA,PT. ADIL SENTOSA ABADI,2022-8-31,2024-8-31,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00284,ORGANDA,0000001792117469,CA4000208,L8567UO,PT. ADIL SENTOSA ABADI,2022-8-31,2024-8-31,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00285,ORGANDA,0000001790028701,CA4000211,L8941UO,PT. ADIL SENTOSA ABADI,2022-8-31,2024-8-31,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00286,ORGANDA,0000001789548061,CA4000207,L9160UO,PT. ADIL SENTOSA ABADI,2022-8-31,2024-8-31,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00287,ORGANDA,0000001795157053,CA4000202,L9290UO,PT. ADIL SENTOSA ABADI,2022-8-31,2024-8-31,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00288,ORGANDA,0000001790611597,CA4000200,S8321NH,PT. KURNIA ANGGUN,2022-9-1,2024-9-1,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00289,MANDIRI,0000001794739837,CA4000276,S7786UN,PT BALI JAYA TRANSINDO,2022-9-2,2024-9-2,2022-8-27,2022-8-31,2022-9-1
REQ22SUB00290,ORGANDA,0000001795299709,CA4000201,S9457RA,PT. KURNIA ANGGUN,2022-9-1,2024-9-1,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00291,ORGANDA,,CA4000639,S9458RA,PT. KURNIA ANGGUN,,,2022-8-27,2022-9-9,2022-9-10
REQ22SUB00292,ORGANDA,0000001791817245,CA4000213,S8086NI,PT. KURNIA ANGGUN,2022-8-31,2024-8-31,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00293,ORGANDA,0000001794233789,CA4000212,S9893NH,PT. KURNIA ANGGUN,2022-8-31,2024-8-31,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00294,ORGANDA,0000001789767053,CA4000210,S9761NH,PT. KURNIA ANGGUN,2022-8-31,2024-8-31,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00295,ORGANDA,0000001789344349,CA4000209,S9683NH,PT. KURNIA ANGGUN,2022-8-31,2024-8-31,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00296,APTRINDO,0000000961943468,CA4000188,B9007KD,PT SIDO MAKMUR PUTRA,2022-8-30,2024-8-30,2022-8-27,2022-8-27,2022-8-30
REQ22SUB00297,APTRINDO,0000000920110732,CA4000170,B9009P,PT SIDO MAKMUR PUTRA,2022-8-29,2024-8-29,2022-8-27,2022-8-27,2022-8-29
REQ22SUB00298,APTRINDO,0000000582004958,CA4000169,B9009PT,PT SIDO MAKMUR PUTRA,2022-8-29,2024-8-29,2022-8-27,2022-8-27,2022-8-29
REQ22SUB00299,APTRINDO,0000000581718750,CA4000168,B9009SP,PT SIDO MAKMUR PUTRA,2022-8-29,2024-8-29,2022-8-27,2022-8-27,2022-8-29
REQ22SUB00300,APTRINDO,0000000907067532,CA4000162,B9054PBI,PT SIDO MAKMUR PUTRA,2022-8-29,2024-8-29,2022-8-27,2022-8-27,2022-8-29
REQ22SUB00301,APTRINDO,0000001790147517,CA4000275,L8342UK,PT SIDO MAKMUR PUTRA,2022-9-5,2024-9-5,2022-8-27,2022-9-1,2022-9-1
REQ22SUB00302,APTRINDO,0000001690325453,CA4000398,L9001US,PT SIDO MAKMUR PUTRA,2022-9-12,2024-9-12,2022-8-27,2022-9-2,2022-9-7
REQ22SUB00303,APTRINDO,0000000967129036,CA4000156,L9347UY,PT SIDO MAKMUR PUTRA,2022-8-29,2024-8-29,2022-8-27,2022-8-27,2022-8-29
REQ22SUB00304,APTRINDO,0000000915293644,CA4000155,L8712UC,PT SIDO MAKMUR PUTRA,2022-8-29,2024-8-29,2022-8-27,2022-8-27,2022-8-29
REQ22SUB00305,MANDIRI,0000000913244652,CA4000154,L9825UN,PT. SUMBER REJEKI PUTRA,2022-8-29,2024-8-29,2022-8-28,2022-8-28,2022-8-29
REQ22SUB00306,MANDIRI,0000000577573598,CA4000161,L8085UL,PT. SUMBER REJEKI PUTRA,2022-8-29,2024-8-29,2022-8-28,2022-8-29,2022-8-29
REQ22SUB00307,MANDIRI,0000000964871084,CA4000145,L8706WA,PT SIDOLUHUR MAS GROUP,2022-8-29,2024-8-29,2022-8-28,2022-8-28,2022-8-29
REQ22SUB00308,MANDIRI,0000000571153374,CA4000144,L8754AI,PT SIDOLUHUR MAS GROUP,2022-8-29,2024-8-29,2022-8-28,2022-8-28,2022-8-29
REQ22SUB00309,MANDIRI,0000000570563550,CA4000151,L9383UW,PT. SUMBER REJEKI PUTRA,2022-8-29,2024-8-29,2022-8-28,2022-8-28,2022-8-29
REQ22SUB00310,MANDIRI,0000000920757644,CA4000143,L9927UD,PT SIDOLUHUR MAS GROUP,2022-8-29,2024-8-29,2022-8-28,2022-8-28,2022-8-29
REQ22SUB00311,MANDIRI,0000000961293740,CA4000148,B9295KJ,PT. SUMBER REJEKI PUTRA,2022-8-29,2024-8-29,2022-8-28,2022-8-28,2022-8-29
REQ22SUB00312,MANDIRI,0000001789651965,CA4000214,B9810ZJ,PT BALI JAYA TRANSINDO,2022-9-1,2024-9-1,2022-8-29,2022-8-30,2022-8-30
REQ22SUB00313,MANDIRI,0000001790084093,CA4000274,L8807UX,PT. JAYA BARU MELANTI,2022-9-2,2024-9-2,2022-8-29,2022-9-1,2022-9-1
REQ22SUB00235,MANDIRI,0000001790143565,CA4000197,L9405UO,PT. JAYA BARU MELANTI,2022-9-1,2024-9-1,2022-8-25,2022-8-29,2022-8-30
REQ22SUB00314,MANDIRI,0000001813501117,CA4000228,L9423UO,PT. JAYA BARU MELANTI,2022-9-1,2024-9-1,2022-8-29,2022-8-30,2022-8-31
REQ22SUB00315,MANDIRI,0000001795094253,CA4000227,L9378UO,PT. JAYA BARU MELANTI,2022-9-1,2024-9-1,2022-8-29,2022-8-30,2022-8-31
REQ22SUB00316,MANDIRI,0000001811172349,CA4000215,B9192SYN,PT. SUMBER REJEKI PUTRA,2022-9-1,2024-9-1,2022-8-30,2022-8-30,2022-8-30
REQ22SUB00317,MANDIRI,0000001794317501,CA4000216,L9904UO,PT. SUMBER REJEKI PUTRA,2022-9-1,2024-9-1,2022-8-30,2022-8-30,2022-8-30
REQ22SUB00318,MANDIRI,0000001813060541,CA4000217,L9034UZ,PT. SUMBER REJEKI PUTRA,2022-9-1,2024-9-1,2022-8-30,2022-8-30,2022-8-30
REQ22SUB00319,MANDIRI,0000001811222749,CA4000219,L8404UI,PT. SUMBER REJEKI PUTRA,2022-9-1,2024-9-1,2022-8-30,2022-8-30,2022-8-30
REQ22SUB00320,MANDIRI,0000001796250829,CA4000220,L8546UO,PT. SUMBER REJEKI PUTRA,2022-9-1,2024-9-1,2022-8-30,2022-8-30,2022-8-30
